門市ID,門市名稱,電話,地址,Google Maps連結,縣市,區域
744,公館大同,037-229-558,苗栗縣公館鄉大同路80號,https://maps.google.com.tw/?q=%E8%8B%97%E6%A0%97%E7%B8%A3%E5%85%AC%E9%A4%A8%E9%84%89%E5%A4%A7%E5%90%8C%E8%B7%AF80%E8%99%9F,苗栗市,北部
743,潭子頭家,04-2534-0567,台中市潭子區頭張路二段40號,https://maps.google.com.tw/?q=%E5%8F%B0%E4%B8%AD%E5%B8%82%E6%BD%AD%E5%AD%90%E5%8D%80%E9%A0%AD%E5%BC%B5%E8%B7%AF%E4%BA%8C%E6%AE%B540%E8%99%9F,台中市,中部
742,新莊福美,02-8521-3590,新北市新莊區福美街128巷70號,https://maps.google.com.tw/?q=%E6%96%B0%E5%8C%97%E5%B8%82%E6%96%B0%E8%8E%8A%E5%8D%80%E7%A6%8F%E7%BE%8E%E8%A1%97128%E5%B7%B770%E8%99%9F,新北市,北部
741,板橋致理,02-8258-2885,新北市板橋區文化路一段313號,https://maps.google.com.tw/?q=%E6%96%B0%E5%8C%97%E5%B8%82%E6%9D%BF%E6%A9%8B%E5%8D%80%E6%96%87%E5%8C%96%E8%B7%AF%E4%B8%80%E6%AE%B5313%E8%99%9F,新北市,北部
740,新莊雙鳳,02-2908-1716,新北市新莊區雙鳳街134巷24號,https://maps.google.com.tw/?q=%E6%96%B0%E5%8C%97%E5%B8%82%E6%96%B0%E8%8E%8A%E5%8D%80%E9%9B%99%E9%B3%B3%E8%A1%97134%E5%B7%B724%E8%99%9F,新北市,北部
739,竹南京華,03-766-0708,竹南鎮中華路135號,https://maps.google.com.tw/?q=%E7%AB%B9%E5%8D%97%E9%8E%AE%E4%B8%AD%E8%8F%AF%E8%B7%AF135%E8%99%9F,,其他
738,八德更寮腳,03-368-0348,桃園市八德區介壽路二段1157號,https://maps.google.com.tw/?q=%E6%A1%83%E5%9C%92%E5%B8%82%E5%85%AB%E5%BE%B7%E5%8D%80%E4%BB%8B%E5%A3%BD%E8%B7%AF%E4%BA%8C%E6%AE%B51157%E8%99%9F,桃園市,北部
737,台南文成,06-251-0488,北區文成二路87號,https://maps.google.com.tw/?q=%E5%8C%97%E5%8D%80%E6%96%87%E6%88%90%E4%BA%8C%E8%B7%AF87%E8%99%9F,,其他
736,小港港平,07-841-0899,高雄市小港區港平路27號,https://maps.google.com.tw/?q=%E9%AB%98%E9%9B%84%E5%B8%82%E5%B0%8F%E6%B8%AF%E5%8D%80%E6%B8%AF%E5%B9%B3%E8%B7%AF27%E8%99%9F,高雄市,南部
735,中壢弘揚,03-416-2826,桃園市中壢區弘揚路57號,https://maps.google.com.tw/?q=%E6%A1%83%E5%9C%92%E5%B8%82%E4%B8%AD%E5%A3%A2%E5%8D%80%E5%BC%98%E6%8F%9A%E8%B7%AF57%E8%99%9F,桃園市,北部
734,台中民權,04-2205-5188,台中市北區民權路357號,https://maps.google.com.tw/?q=%E5%8F%B0%E4%B8%AD%E5%B8%82%E5%8C%97%E5%8D%80%E6%B0%91%E6%AC%8A%E8%B7%AF357%E8%99%9F,台中市,中部
733,台南萬年,06-262-6385,台南市南區萬年五街349號,https://maps.google.com.tw/?q=%E5%8F%B0%E5%8D%97%E5%B8%82%E5%8D%97%E5%8D%80%E8%90%AC%E5%B9%B4%E4%BA%94%E8%A1%97349%E8%99%9F,台南市,南部
732,西屯甘肅,04-23172230,台中市西屯區甘肅路一段212號,https://maps.google.com.tw/?q=%E5%8F%B0%E4%B8%AD%E5%B8%82%E8%A5%BF%E5%B1%AF%E5%8D%80%E7%94%98%E8%82%85%E8%B7%AF%E4%B8%80%E6%AE%B5212%E8%99%9F,台中市,中部
731,大安安居,02-2732-8638,台北市大安區和平東路三段228巷31號1樓,https://maps.google.com.tw/?q=%E5%8F%B0%E5%8C%97%E5%B8%82%E5%A4%A7%E5%AE%89%E5%8D%80%E5%92%8C%E5%B9%B3%E6%9D%B1%E8%B7%AF%E4%B8%89%E6%AE%B5228%E5%B7%B731%E8%99%9F1%E6%A8%93,台北市,北部
730,永康東橋,06-302-3363,台南市永康區東橋八街183號,https://maps.google.com.tw/?q=%E5%8F%B0%E5%8D%97%E5%B8%82%E6%B0%B8%E5%BA%B7%E5%8D%80%E6%9D%B1%E6%A9%8B%E5%85%AB%E8%A1%97183%E8%99%9F,台南市,南部
729,新化中山,06-5901756,台南市新化區中山路180號,https://maps.google.com.tw/?q=%E5%8F%B0%E5%8D%97%E5%B8%82%E6%96%B0%E5%8C%96%E5%8D%80%E4%B8%AD%E5%B1%B1%E8%B7%AF180%E8%99%9F,台南市,南部
728,內湖康樂,02-26306900,台北市內湖區康樂街136巷15弄5號,https://maps.google.com.tw/?q=%E5%8F%B0%E5%8C%97%E5%B8%82%E5%85%A7%E6%B9%96%E5%8D%80%E5%BA%B7%E6%A8%82%E8%A1%97136%E5%B7%B715%E5%BC%845%E8%99%9F,台北市,北部
727,靜宜大學,,台中市沙鹿區台灣大道七段200號,https://maps.google.com.tw/?q=%E5%8F%B0%E4%B8%AD%E5%B8%82%E6%B2%99%E9%B9%BF%E5%8D%80%E5%8F%B0%E7%81%A3%E5%A4%A7%E9%81%93%E4%B8%83%E6%AE%B5200%E8%99%9F,台中市,中部
726,清水遠六,04-26561031,台中市清水區港都三路110號,https://maps.google.com.tw/?q=%E5%8F%B0%E4%B8%AD%E5%B8%82%E6%B8%85%E6%B0%B4%E5%8D%80%E6%B8%AF%E9%83%BD%E4%B8%89%E8%B7%AF110%E8%99%9F,台中市,中部
725,湖口信勢,03-5905360,新竹縣湖口鄉明德街257號,https://maps.google.com.tw/?q=%E6%96%B0%E7%AB%B9%E7%B8%A3%E6%B9%96%E5%8F%A3%E9%84%89%E6%98%8E%E5%BE%B7%E8%A1%97257%E8%99%9F,新竹市,北部
724,頭份中正,,苗栗縣頭份市中正路246號,https://maps.google.com.tw/?q=%E8%8B%97%E6%A0%97%E7%B8%A3%E9%A0%AD%E4%BB%BD%E5%B8%82%E4%B8%AD%E6%AD%A3%E8%B7%AF246%E8%99%9F,苗栗市,北部
723,桃園國強,03-3600778,桃園市桃園區國強一街458-3號,https://maps.google.com.tw/?q=%E6%A1%83%E5%9C%92%E5%B8%82%E6%A1%83%E5%9C%92%E5%8D%80%E5%9C%8B%E5%BC%B7%E4%B8%80%E8%A1%97458-3%E8%99%9F,桃園市,北部
722,桃園莊敬,03-2160393,桃園市莊敬路二段193號,https://maps.google.com.tw/?q=%E6%A1%83%E5%9C%92%E5%B8%82%E8%8E%8A%E6%95%AC%E8%B7%AF%E4%BA%8C%E6%AE%B5193%E8%99%9F,桃園市,北部
721,平鎮德育,03-4596686,桃園市德育路2段130號,https://maps.google.com.tw/?q=%E6%A1%83%E5%9C%92%E5%B8%82%E5%BE%B7%E8%82%B2%E8%B7%AF2%E6%AE%B5130%E8%99%9F,桃園市,北部
720,龜山文興,03-3978955,桃園市龜山區文興路69號,https://maps.google.com.tw/?q=%E6%A1%83%E5%9C%92%E5%B8%82%E9%BE%9C%E5%B1%B1%E5%8D%80%E6%96%87%E8%88%88%E8%B7%AF69%E8%99%9F,桃園市,北部
719,桃園縣府,03-3371717,桃園市桃園區縣府路266號,https://maps.google.com.tw/?q=%E6%A1%83%E5%9C%92%E5%B8%82%E6%A1%83%E5%9C%92%E5%8D%80%E7%B8%A3%E5%BA%9C%E8%B7%AF266%E8%99%9F,桃園市,北部
718,彰化大埔,04-7119876,彰化縣彰化市大埔路462號,https://maps.google.com.tw/?q=%E5%BD%B0%E5%8C%96%E7%B8%A3%E5%BD%B0%E5%8C%96%E5%B8%82%E5%A4%A7%E5%9F%94%E8%B7%AF462%E8%99%9F,彰化市,中部
717,清水港藝,04-26260803,台中市清水區忠貞路86號,https://maps.google.com.tw/?q=%E5%8F%B0%E4%B8%AD%E5%B8%82%E6%B8%85%E6%B0%B4%E5%8D%80%E5%BF%A0%E8%B2%9E%E8%B7%AF86%E8%99%9F,台中市,中部
716,中山吉林,02-25222268,台北市中山區吉林路259號,https://maps.google.com.tw/?q=%E5%8F%B0%E5%8C%97%E5%B8%82%E4%B8%AD%E5%B1%B1%E5%8D%80%E5%90%89%E6%9E%97%E8%B7%AF259%E8%99%9F,台北市,北部
715,青埔青峰,03-2878618,桃園市大園區青峰路二段125號,https://maps.google.com.tw/?q=%E6%A1%83%E5%9C%92%E5%B8%82%E5%A4%A7%E5%9C%92%E5%8D%80%E9%9D%92%E5%B3%B0%E8%B7%AF%E4%BA%8C%E6%AE%B5125%E8%99%9F,桃園市,北部
714,大溪晶碩,,桃園市大溪區仁和路二段255號,https://maps.google.com.tw/?q=%E6%A1%83%E5%9C%92%E5%B8%82%E5%A4%A7%E6%BA%AA%E5%8D%80%E4%BB%81%E5%92%8C%E8%B7%AF%E4%BA%8C%E6%AE%B5255%E8%99%9F,桃園市,北部
713,三重碧華,02-82876064,新北市三重區碧華街291號,https://maps.google.com.tw/?q=%E6%96%B0%E5%8C%97%E5%B8%82%E4%B8%89%E9%87%8D%E5%8D%80%E7%A2%A7%E8%8F%AF%E8%A1%97291%E8%99%9F,新北市,北部
712,宜蘭農權同安,03-9369809,宜蘭縣宜蘭市農權路141號,https://maps.google.com.tw/?q=%E5%AE%9C%E8%98%AD%E7%B8%A3%E5%AE%9C%E8%98%AD%E5%B8%82%E8%BE%B2%E6%AC%8A%E8%B7%AF141%E8%99%9F,宜蘭市,北部
711,永和秀朗,02-22311127,新北市永和區秀朗路二段214號,https://maps.google.com.tw/?q=%E6%96%B0%E5%8C%97%E5%B8%82%E6%B0%B8%E5%92%8C%E5%8D%80%E7%A7%80%E6%9C%97%E8%B7%AF%E4%BA%8C%E6%AE%B5214%E8%99%9F,新北市,北部
710,草漯莊敬,03-2605550,桃園市觀音區莊敬路255號1樓,https://maps.google.com.tw/?q=%E6%A1%83%E5%9C%92%E5%B8%82%E8%A7%80%E9%9F%B3%E5%8D%80%E8%8E%8A%E6%95%AC%E8%B7%AF255%E8%99%9F1%E6%A8%93,桃園市,北部
709,北屯南興,04-24367656,台中市北屯區南興二路97號,https://maps.google.com.tw/?q=%E5%8F%B0%E4%B8%AD%E5%B8%82%E5%8C%97%E5%B1%AF%E5%8D%80%E5%8D%97%E8%88%88%E4%BA%8C%E8%B7%AF97%E8%99%9F,台中市,中部
708,梧棲四維,04-26563885,台中市梧棲區四維西路130號,https://maps.google.com.tw/?q=%E5%8F%B0%E4%B8%AD%E5%B8%82%E6%A2%A7%E6%A3%B2%E5%8D%80%E5%9B%9B%E7%B6%AD%E8%A5%BF%E8%B7%AF130%E8%99%9F,台中市,中部
707,苓雅廣州,07-7225813,高雄市苓雅區廣州一街127-10號,https://maps.google.com.tw/?q=%E9%AB%98%E9%9B%84%E5%B8%82%E8%8B%93%E9%9B%85%E5%8D%80%E5%BB%A3%E5%B7%9E%E4%B8%80%E8%A1%97127-10%E8%99%9F,高雄市,南部
706,里港信義,08-7788151,屏東縣里港區信義路151號,https://maps.google.com.tw/?q=%E5%B1%8F%E6%9D%B1%E7%B8%A3%E9%87%8C%E6%B8%AF%E5%8D%80%E4%BF%A1%E7%BE%A9%E8%B7%AF151%E8%99%9F,屏東市,南部
705,三民莊敬,07-3950056,高雄市三民區莊敬路238號,https://maps.google.com.tw/?q=%E9%AB%98%E9%9B%84%E5%B8%82%E4%B8%89%E6%B0%91%E5%8D%80%E8%8E%8A%E6%95%AC%E8%B7%AF238%E8%99%9F,高雄市,南部
704,平鎮中山,03-2830158,桃園市平鎮區中山路69號,https://maps.google.com.tw/?q=%E6%A1%83%E5%9C%92%E5%B8%82%E5%B9%B3%E9%8E%AE%E5%8D%80%E4%B8%AD%E5%B1%B1%E8%B7%AF69%E8%99%9F,桃園市,北部
703,中壢自強國中,03-2850283,桃園市中壢區環中東路38號,https://maps.google.com.tw/?q=%E6%A1%83%E5%9C%92%E5%B8%82%E4%B8%AD%E5%A3%A2%E5%8D%80%E7%92%B0%E4%B8%AD%E6%9D%B1%E8%B7%AF38%E8%99%9F,桃園市,北部
702,永康文化,06-2020141,台南市永康區文化路281號,https://maps.google.com.tw/?q=%E5%8F%B0%E5%8D%97%E5%B8%82%E6%B0%B8%E5%BA%B7%E5%8D%80%E6%96%87%E5%8C%96%E8%B7%AF281%E8%99%9F,台南市,南部
701,三重三民,02-29888060,新北市三重區三民街292號,"https://maps.google.com.tw/?q=25.068909804405997,121.47811972883603",新北市,北部
700,竹南科專,03-7582989,苗栗縣竹南鎮科專七路326號,"https://maps.google.com.tw/?q=24.705952441970837,120.90049889815315",苗栗市,北部
699,自強國中,03-2850283,桃園市中壢區環中東路38號,"https://maps.google.com.tw/?q=24.966449594299696,121.25954447301157",桃園市,北部
698,中壢中山東,03-4662990,桃園市中壢區中山東路三段149號,"https://maps.google.com.tw/?q=24.94383731766735,121.24916428650579",桃園市,北部
697,頭份尚順,03-7590196,苗栗縣頭份市東民五街6號,"https://maps.google.com.tw/?q=24.689126369074792,120.90217101083569",苗栗市,北部
695,信義吳興,02-27327970,台北市信義區吳興街260巷19弄14號,"https://maps.google.com.tw/?q=25.025912587908117,121.564109454199",台北市,北部
694,福興中正,04-7787999,彰化縣福興鄉中正路126號,https://maps.google.com.tw/?q=%E5%BD%B0%E5%8C%96%E7%B8%A3%E7%A6%8F%E8%88%88%E9%84%89%E4%B8%AD%E6%AD%A3%E8%B7%AF126%E8%99%9F,彰化市,中部
693,泰山信華,02-29095526,新北市泰山區信華三街171號,"https://maps.google.com.tw/?q=25.04602034073334,121.44035996635232",新北市,北部
692,新竹金竹,03-5333635,新竹市北區金竹路100號,"https://maps.google.com.tw/?q=24.823589126108157,120.97339520000003",新竹市,北部
690,屏東華盛,08-7560001,屏東縣屏東市華盛街3-6號,"https://maps.google.com.tw/?q=22.664778689815368,120.47841216689706",屏東市,南部
689,后里月眉,04-25580122,台中市后里區甲后路二段562號,"https://maps.google.com.tw/?q=24.31422899856915,120.69191292883573",台中市,中部
688,溪州光明,04-8890001,彰化縣溪州鄉溪下路四段489號,"https://maps.google.com.tw/?q=23.850223278549755,120.50116600185248",彰化市,中部
687,大甲八德,04-26801277,台中市大甲區育英路275號,"https://maps.google.com.tw/?q=24.35414430840784,120.61942883743451",台中市,中部
686,鳳山高鳳,07-7929226,高雄市鳳山區高鳳一路119號,"https://maps.google.com.tw/?q=22.587702040739984,120.3668253472212",高雄市,南部
685,永康兵仔市,06-312-1230,台南市永康區勝利街39號,"https://maps.google.com.tw/?q=23.00165695086298,120.23249208310887",台南市,南部
684,石牌致遠,02-2821-3699,台北市北投區致遠二路100號,"https://maps.google.com.tw/?q=25.117252449727722,121.51260081761059",台北市,北部
683,安平慶平,06-2957279,台南市安平區慶平路74號,"https://maps.google.com.tw/?q=22.997326130628036,120.18250552538355",台南市,南部
682,大里立元,04-22750733,台中市大里區立元路21號,"https://maps.google.com.tw/?q=24.1006357665022,120.69715749729163",台中市,中部
681,台中南門,04-22855155,台中市南區南門路43號,"https://maps.google.com.tw/?q=24.122508284871174,120.68162634103275",台中市,中部
680,苑裡世界,03-7860037,苗栗縣苑裡鎮客庄90-20號,"https://maps.google.com.tw/?q=24.436116356829388,120.655739313538",苗栗市,北部
679,北市虎林,02-27565717,台北市信義區虎林街57-17號,"https://maps.google.com.tw/?q=25.046960318837105,121.57702262885303",台北市,北部
678,鳳山北文,07-7353517,高雄市鳳山區北文街18號,"https://maps.google.com.tw/?q=22.641376513389858,120.36875382443728",高雄市,南部
677,台中自由,04-22130009,台中市東區自由路四段213號,"https://maps.google.com.tw/?q=24.142973914623713,120.70237453613075",台中市,中部
675,仁武八德西,07-3737371,高雄市仁武區八德西路1691號,"https://maps.google.com.tw/?q=22.69267153009463,120.33233808215213",高雄市,南部
674,台中河北,04-22372226,台中市北屯區河北路二段101號,"https://maps.google.com.tw/?q=24.17193896502287,120.68327606685686",台中市,中部
673,新莊勝旺興,02-85218154,新北市新莊區昌德街96號,"https://maps.google.com.tw/?q=25.055355155419026,121.4539428957222",新北市,北部
672,新莊榮華,02-85213141,新北市新莊區榮華路一段3號,"https://maps.google.com.tw/?q=25.05576350446547,121.45785490578896",新北市,北部
671,澎湖三多,06-927-7729,澎湖縣馬公市三多路78號,"https://maps.google.com.tw/?q=23.574663980430994,119.57875618217986",澎湖市,離島
670,潭子大豐,04-25348500,台中市潭子區大豐路三段128-26號,"https://maps.google.com.tw/?q=24.222284003446035,120.69238997933776",台中市,中部
669,二林仁愛,04-8967827,彰化縣二林鎮仁愛路354號,"https://maps.google.com.tw/?q=23.90384813953708,120.37192005645979",彰化市,中部
668,林口民視,02-26019400,新北市林口區文化二路二段88巷19號,"https://maps.google.com.tw/?q=25.080897170567045,121.37995846873672",新北市,北部
667,八德福僑,03-371-5308,桃園市八德區福僑街51號,"https://maps.google.com.tw/?q=24.95835727021559,121.29556219781522",桃園市,北部
666,南投集賢,049-2222801,南投縣南投市集賢路55號,"https://maps.google.com.tw/?q=23.904804725844528,120.68407800917677",南投市,中部
665,台中德化,04-22331886,台中市北區德化街26號,"https://maps.google.com.tw/?q=24.21303153563554,120.68632259359974",台中市,中部
664,林口A9三井,02-2600-2826,新北市林口區文化三路一段191巷2號,"https://maps.google.com.tw/?q=25.07084607427667,121.36157450942433",新北市,北部
663,龜山晶碩,,桃園市龜山區興業街5號,"https://maps.google.com.tw/?q=24.988371610477493,121.32786234312077",桃園市,北部
662,龍潭國軍,,桃園市龍潭區中興路168號,"https://maps.google.com.tw/?q=24.877651010271666,121.23485576743366",桃園市,北部
660,鶯歌尖山,02-2670-0060,新北市鶯歌區尖山路144號,"https://maps.google.com.tw/?q=24.948860714507788,121.34657429504614",新北市,北部
658,恆春工商店,0981-869-696,屏東縣恆春鎮恒南路37號,"https://maps.google.com.tw/?q=21.99245489084673,120.74688403975922",屏東市,南部
657,苗栗育賢,03-737-2068,苗栗縣苗栗市育賢路56號,"https://maps.google.com.tw/?q=24.570441095789963,120.81875224954659",苗栗市,北部
656,烏日溪南,04-2335-8211,台中市烏日區溪南路一段619號,"https://maps.google.com.tw/?q=24.074208433636205,120.64296803119126",台中市,中部
655,豐原豐東,04-252-32288,台中市豐原區豐東路256號,"https://maps.google.com.tw/?q=24.2504113798788,120.73210921349305",台中市,中部
654,台南南門,06-214-4656,台南市中西區南門路46號,"https://maps.google.com.tw/?q=22.985222642839393,120.20409156854714",台南市,南部
653,台南健康,06-213-2006,台南市中西區健康路一段170巷12號,"https://maps.google.com.tw/?q=22.98218826979538,120.20732495320325",台南市,南部
652,板橋仁愛,02-8953-0069,新北市板橋區仁愛路62巷15弄16號,"https://maps.google.com.tw/?q=24.998670162695582,121.46078029559123",新北市,北部
651,桃園宏昌,03-220-8085,桃園市桃園區宏昌六街154號,"https://maps.google.com.tw/?q=24.993118157409146,121.29521653378478",桃園市,北部
650,輔英科大,07-782-2221,高雄市大寮區進學路226號,"https://maps.google.com.tw/?q=22.604492668744285,120.3917674",高雄市,南部
649,北市育大,,大安區和平東路二段134號(學生餐廳),"https://maps.google.com.tw/?q=25.023653078396055,121.54634866675602",,其他
648,安平安怡,06-2957157,台南市安平區怡平路150號,"https://maps.google.com.tw/?q=22.993525284163912,120.17914109367987",台南市,南部
647,屏東忠孝,08-7652685,屏東縣屏東市忠孝路229-26號,"https://maps.google.com.tw/?q=22.684847930059803,120.48908246441819",屏東市,南部
646,潭子復興,04-25360605,台中市潭子區復興路一段42號,"https://maps.google.com.tw/?q=24.20359905013818,120.70645723743667",台中市,中部
645,板橋亞東,02-89669007,新北市板橋區德興街3號,"https://maps.google.com.tw/?q=24.995553241335806,121.45341948819652",新北市,北部
644,岡山柳橋東,07-6215212,高雄市岡山區柳橋東路30號,"https://maps.google.com.tw/?q=22.7914448491099,120.29530905359908",高雄市,南部
643,鹿谷中正,049-2752242,南投縣鹿谷鄉中正路二段38號,"https://maps.google.com.tw/?q=23.745428052749514,120.7539783797625",南投市,中部
642,平鎮南京,03-439-5161,桃園市平鎮區南京路15、17號,"https://maps.google.com.tw/?q=24.916611247732423,121.21010034990354",桃園市,北部
641,新莊行政大樓,02-85217641,新莊區中平路439號B1(北棟),"https://maps.google.com.tw/?q=25.05614546455229,121.44304499325418",,其他
640,鳳山黃埔新村店,07-719-5898,830高雄市鳳山區黃埔新村東六巷131-4號,"https://maps.google.com.tw/?q=22.617374,120.364875",高雄市,南部
639,桃園帝璽,03-317-7002,桃園市桃園區同德二街136號,"https://maps.google.com.tw/?q=25.010617078699024,121.30035209325418",桃園市,北部
638,新莊中港,02-8992-2058,新北市新莊區中港路497號,"https://maps.google.com.tw/?q=25.050432932103988,121.45204686441805",新北市,北部
637,埔里南安,04-9291-5078,南投縣埔里鎮安七街87號,"https://maps.google.com.tw/?q=23.967013,120.953866",南投市,中部
636,台中福雅,04-24610313,台中市西屯區福雅路392號,"https://maps.google.com.tw/?q=24.195891067248944,120.62499696441803",台中市,中部
634,蘇澳馬賽,03-9908005,宜蘭縣蘇澳鎮大同路31號,"https://maps.google.com.tw/?q=24.62045669284566,121.83418086869794",宜蘭市,北部
633,烏日中華,04-23380293,台中市烏日區中華路550號,"https://maps.google.com.tw/?q=24.10881761592261,120.6341447840323",台中市,中部
632,新屋中興,03-4770770,桃園市新屋區中興路109號,"https://maps.google.com.tw/?q=24.970893180508607,121.10191686870495",桃園市,北部
631,潭子豐興,04-2536-1027,台中市潭子區豐興路一段519號,"https://maps.google.com.tw/?q=24.20274872892658,120.72243178403407",台中市,中部
629,中和景德,02-2940-1600,新北市中和區景德街88號,"https://maps.google.com.tw/?q=24.99179501818702,121.5163230687053",新北市,北部
628,北市內湖,02-27930899,台北市內湖區內湖路二段379號,"https://maps.google.com.tw/?q=25.08410627333101,121.5924849932542",台北市,北部
627,台中市政,04-23201279,台中市西屯區大墩二十街152號,"https://maps.google.com.tw/?q=24.160436575940064,120.6515158664101",台中市,中部
625,南投復興,049-2243317,南投縣南投市復興路613號,"https://maps.google.com.tw/?q=23.917873450632513,120.68320172156828",南投市,中部
624,新豐明星,03-5571200,新竹縣新豐鄉明新一街107號,"https://maps.google.com.tw/?q=24.865216922625347,120.98979494061837",新竹市,北部
621,北市民權,02-87910168,台北市內湖區民權東路六段180巷13號,"https://maps.google.com.tw/?q=25.068543827656235,121.5932291583149",台北市,北部
620,龍井東海,04-26319323,台中市龍井區台灣大道五段3巷30弄3號,"https://maps.google.com.tw/?q=24.18217439626474,120.59253243557171",台中市,中部
618,台南中金院,06-287-2089,台南市安南區台江大道三段600號,"https://maps.google.com.tw/?q=23.06414142371537,120.16355352575727",台南市,南部
617,新市龍目井,06-5858162,台南市新市區龍目井路411號,"https://maps.google.com.tw/?q=23.10980431822185,120.30746679507497",台南市,南部
616,嘉義興達,05-2811981,嘉義市西區興達路501號,"https://maps.google.com.tw/?q=23.485059706604822,120.43039256439845",嘉義市,南部
615,蘆竹大興,03-3239229,桃園市蘆竹區大興一街150號,"https://maps.google.com.tw/?q=25.01598,121.262784",桃園市,北部
609,竹南中華,03-7665188,苗栗縣竹南鎮中華路385號,"https://maps.google.com.tw/?q=24.715570612463285,120.92035868401788",苗栗市,北部
608,蘆竹鴻佰,0908-323661,桃園市蘆竹區南青路1188號,"https://maps.google.com.tw/?q=25.057715622354216,121.27553329695871",桃園市,北部
607,大寮鳳林,07-782-6686,高雄市大寮區鳳林三路751號,"https://maps.google.com.tw/?q=22.611491843414097,120.39174797116436",高雄市,南部
606,仁武中正,07-3751138,高雄市仁武區中正路256號,"https://maps.google.com.tw/?q=22.702707753436055,120.35333238952445",高雄市,南部
605,桃園藝文,03-317-0090,桃園市桃園區天祥七街112號,"https://maps.google.com.tw/?q=25.023167766885038,121.29964027180871",桃園市,北部
602,楠梓清豐,07-353-8766,高雄市楠梓區清豐二路25號一樓,"https://maps.google.com.tw/?q=22.73806648534521,120.33266551968121",高雄市,南部
600,臺北科大,02-8772-0989,台北市大安區新生南路一段1號(北科好食光美食街),"https://maps.google.com.tw/?q=25.044188143359392,121.5332705865069",台北市,北部
